sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
08/09,Everton FC,Wigan Athletic,4,0
08/09,Manchester United,Aston Villa,3,2
07/08,Aston Villa,Sunderland AFC,0,1
07/08,Blackburn Rovers,Wigan Athletic,3,1
07/08,Bolton Wanderers,Manchester City,0,0
07/08,Middlesbrough FC,Derby County,1,0
07/08,Newcastle United,Fulham FC,2,0
07/08,Reading FC,Birmingham City,2,1
07/08,Everton FC,West Ham United,1,1
07/08,Tottenham Hotspur,Portsmouth FC,2,0
07/08,Manchester United,Liverpool FC,3,0
07/08,Chelsea FC,Arsenal FC,2,1
06/07,Watford FC,Chelsea FC,0,1
06/07,Liverpool FC,Arsenal FC,4,1
06/07,Bolton Wanderers,Sheffield United,1,0
06/07,Charlton Athletic,Wigan Athletic,1,0
06/07,Fulham FC,Portsmouth FC,1,1
06/07,Manchester United,Blackburn Rovers,4,1
06/07,Newcastle United,Manchester City,0,1
06/07,West Ham United,Middlesbrough FC,2,0
06/07,Tottenham Hotspur,Reading FC,1,0
06/07,Aston Villa,Everton FC,1,1
05/06,Chelsea FC,Manchester City,2,0
05/06,Sunderland AFC,Blackburn Rovers,0,1
05/06,Liverpool FC,Everton FC,3,1
05/06,Aston Villa,Fulham FC,0,0
05/06,Wigan Athletic,West Ham United,1,2
05/06,Middlesbrough FC,Bolton Wanderers,4,3
05/06,Manchester United,Birmingham City,3,0
05/06,Charlton Athletic,Newcastle United,3,1
05/06,Tottenham Hotspur,West Bromwich Albion,2,1
05/06,Portsmouth FC,Arsenal FC,1,1
04/05,Crystal Palace,Middlesbrough FC,0,1
04/05,Charlton Athletic,Manchester City,2,2
04/05,Arsenal FC,Norwich City,4,1
04/05,Birmingham City,Tottenham Hotspur,1,1
04/05,Southampton FC,Chelsea FC,1,3
04/05,Liverpool FC,Bolton Wanderers,1,0
04/05,Manchester United,Blackburn Rovers,0,0
04/05,Newcastle United,Aston Villa,0,3
04/05,West Bromwich Albion,Everton FC,1,0
04/05,Fulham FC,Portsmouth FC,3,1
03/04,Wolverhampton Wanderers,Southampton FC,1,4
03/04,Fulham FC,Birmingham City,0,0
03/04,Middlesbrough FC,Bolton Wanderers,2,0
03/04,Tottenham Hotspur,Chelsea FC,0,1
03/04,Newcastle United,Everton FC,4,2
03/04,Liverpool FC,Blackburn Rovers,4,0
03/04,Aston Villa,Manchester City,1,1
03/04,Leeds United,Leicester City,3,2
03/04,Manchester United,Charlton Athletic,2,0
03/04,Portsmouth FC,Arsenal FC,1,1
02/03,Birmingham City,West Bromwich Albion,1,0
02/03,Manchester United,Fulham FC,3,0
02/03,West Ham United,Sunderland AFC,2,0
02/03,Middlesbrough FC,Charlton Athletic,1,1
02/03,Newcastle United,Blackburn Rovers,5,1
02/03,Southampton FC,Aston Villa,2,2
02/03,Chelsea FC,Manchester City,5,0
02/03,Arsenal FC,Everton FC,2,1
02/03,Liverpool FC,Leeds United,3,1
02/03,Bolton Wanderers,Tottenham Hotspur,1,0
